작성자,댓글,좋아요수,작성일
@ghkfkdwkd2417,"쿠팡 컬리 둘다 이용하는데
컬리 상품 비싸서 쿠폰줄때나, 꼭 먹고싶은 밀키트 외엔 구매 안하는편,,, 상품 다양성도 없고
배송도 쿠팡에 비해 느리고 포장도 블필요하게 나눠 많이 가져와서  낭비같은 생각 많이해 건의한적도 있는데 개선안됐음
주기적 1만원 7~9천원 쿠폰이 들어오던데 이러고도 남나?싶은 생각였는데 역시네요",2,2024-10-23T03:08:29Z
@로얄밀크-m7w,쿠팡에 없는 상품 컬리에 팔아서 가끔씩 주문하는데 없어지면 안돼요,0,2024-10-23T02:44:27Z
@edla-vv2tp,4천억도 말도안될 고평가라고 생각함,11,2024-10-23T02:18:38Z
@MsLoveC,"컬리 가격이 비싸요 
그래도 구하기 힘든 다양한 상품이 있다는 장점이 있어서 저는 잘 이용 합니다
고평가 되어 있던 거는 코로나 특수였던 거 같은 데 그때 상장 했어야",60,2024-10-23T02:04:10Z
@백아-t4i,컬리가 혁신이라기엔 쿠팡 파쿠리 아닌가 ㅋㅋ,1,2024-10-23T00:23:34Z
@인어공주-d3c,"프레시시스템이
모든온라인마트에서도
다하니..
경쟁력이떨어진것아닌지..",1,2024-10-22T23:20:50Z
@kimkim-dp2yi,잘 나갈때 이마트에 던지고 팔았어야함,1,2024-10-22T23:18:49Z
@VagabondHan,비싸도 물건만 즇으면 꾸준한 이용자는있을거임 근데 그가격 퀄리티냐? 그건 아닌거같음 그래서 망하는거임,0,2024-10-22T23:15:29Z
@부부-n2l,회사 성장이 아니고 상장대박만 노리다 ㅋㅋㅋㅋ,4,2024-10-22T23:00:55Z
@shinhwaalexyoon,컬리 아직도 운영중인가?....사라진줄 알았는데...,3,2024-10-22T22:10:46Z
@blacktoothwine,믿고먹는 컬리인뎅😅😢😢,0,2024-10-22T20:30:01Z
@doppklozky,적자 무시하고 자본잠식 시키고 해먹다가 엑시트 하려다가 망했네 나쁜 놈들,1,2024-10-22T18:27:03Z
@람-i2h,컬리 아직살아있네 ㅋㅋ,0,2024-10-22T18:11:35Z
@스윗프트,컬리 망한거임 ?,1,2024-10-22T17:22:11Z
@ROIDDDDD,모든 이커머스가 이제 전망이 안좋다. 왜냐? 이커머스로 물건살 20~40 세대 인구가 줄었다. 그리고 이들은 악파트에 올인해서 이자갚기도 힘들다.,2,2024-10-22T17:06:08Z
@자전거인생,세상에 쉬운게 없다 흠 셀러들도 험난하다. 난 그냥 이 여정을 즐길란다!,0,2024-10-22T16:08:17Z
@비프로-v8o,일단 물건이 넘비싸요,1,2024-10-22T14:12:19Z
@twoyoung59,컬리 3번쓰고 안쓴이유는 스티로폼 너무과하게씀…,1,2024-10-22T13:17:36Z
@trerou4300,좋은 내용 전달 감사해요 구독합니다,2,2024-10-22T12:02:00Z
@바보후니-d7f,오픈초부터 배송일 선택할수 있게 하고 합배송 가능케해달라 요청했는데 고객맞춤보단 쥔장스타일 고집하는 느낌 받았어요,1,2024-10-22T11:02:57Z
@막차-q3j,저희는 오아시스 마켓을 애용합니다.,17,2024-10-22T10:55:59Z
@yeong0121,컬리 창업주년 하나가 얼마를 말아먹는거냐 ㅡㅡ,6,2024-10-22T09:31:48Z
@BEAR_OIL,"신세계에 털고 나갔어야
하는데",0,2024-10-22T09:28:12Z
@투윅스twoweeks,헐 저는 컬리좋던데 신선하고 믿을 수 있고.. 컬리 제품도 좋구여 왜 이런 댓글들이😢,0,2024-10-22T08:40:03Z
@lululala-a,쿠팡 컬리 등 새벽배송 시작한 업체들 다 망했으면 좋겠다..,2,2024-10-22T08:30:54Z
@velzharoon3850,"살게 있어도 입점업체 관리가 안되는건지 물품 품질관리가 안되더군요
이게 주로 신선제품이 주력이라 더 크게 와닿음
자금이 부족한지 
상품 상태 문제가 있어도 그정도는 제품 특성이라고만 하고 환불은 커녕 교환도 안해줌 ㅋㅋ
그냥 직접보고 사는 오프라인이나
무조건 환불인 쿠팡
그래도 자기 제품 관리하는 네이버입점업체 등을 쓸수밖에 없게됨",5,2024-10-22T08:17:47Z
@carloskim4557,쿠팡은 남한의 아오지.,0,2024-10-22T07:54:24Z
@안희진-v2y,부채비율이 600%가 넘는데도 언론에서는 신화 운운하고 회사가 망하지 않는게 너무 이상하다,57,2024-10-22T06:18:22Z
@박뾰롱-w3d,포장이고 배송이고 뭐고 ..일단너무비쌈 ㅡㅡ,2,2024-10-22T06:15:01Z
@orangina-r5e,쿠팡보다 유일하게 나은점은 과로사 노동자가 없다는 점. 쿠팡이 편하지만 노동자 계속 죽어나감..새벽배송 안시키는게 답도 아닌거같고 법이 정비되어 처벌규정 만들고 사용자들도 죄책감없이 쓸 수 있는 날이 오기를.,0,2024-10-22T06:00:09Z
@mjyun2026,컬리 자주 이용하는데. 없어지면 안되는데. 잘 나갔으면 좋겠다.,0,2024-10-22T05:53:35Z
@rapis-s1e,일단 고객센터부터 어이가 없고 불친절함. 처음에만 상담 연락 오고 하더니 그 뒤로 아예 답변 자체를 안해버림. 망할 줄 알았음.,1,2024-10-22T05:53:27Z
@lIlIllIIl_l,"이미 쿠팡한테 영혼까지 털려서
가치없음 이제 나락만 남은듯",5,2024-10-22T05:49:20Z
@백군-k9y,어떻게 이렇게 좋은 채널이 구독자가 5000명도 안 될까요?,2,2024-10-22T05:43:27Z
@rami-rami-dorami,ceo 지분율이 5%라... 끝난듯,5,2024-10-22T05:40:41Z
@vmdbxm,오아시스는 뭐여 ㅋㅋ 참 경쟁 너무 치열하다,1,2024-10-22T05:35:20Z
@wesohw,뭐 난다긴다하는 사업하는 사람들인데 알아서들 하겠지만 켈리보단... 쿠팡이 쿠팡제국임 ㅋㅋㅋ,1,2024-10-22T05:11:05Z
@행복한일상-illi,뭐긴 뭐야 ㅋㅋ 비싸서 안사는거지,1,2024-10-22T05:03:12Z
@elec5185,여자들은 경영을 하면 안됨,4,2024-10-22T03:53:29Z
@dqet-dggc-hhbe,"예전에 컬리랑 거래처 관계라서 일을 많이 했는데...인사관리도 정말 문제가 많다고 느꼈다.
일 대충 하거나 못하는 직원이 너무너무 많았다. 아마 컬리랑 일해본 사람들은 다 알걸?
'와 이거 이러다가 컬리 망하겠는데' 싶었던게 3년 전인데 결국 이렇게 되는구나",16,2024-10-22T03:24:31Z
@agabomso,컬리는 냉동 식품 만이라도 종이 박스에 드라이 아이스 넣어서 배달하는 형태 꼭 바꿔야함,26,2024-10-22T02:07:58Z
@이똘똘-l1l,그래도 컬리는 식품이 다 맛있음,0,2024-10-22T02:05:01Z
@new_being_aware,가격대비 제품이 좋지 않아 한두번 사보고 사용안함. 물건 교환 처리도 제대로 안되서 한없이 기다리다 연락한기억때문에 더더욱 사용안하게됨. 리뷰도 믿기 어렵고 불편함. 이뿌게만 만들면 뭐하나. 제대로 된 정보를 얻게 해줘야지.,13,2024-10-22T01:50:40Z
@sunup7622,컬리 비쌈,2,2024-10-22T01:13:12Z
@명탐정코난-b1g,"쿠팡이용하다
컬리 이용할려고하면
불편해 이용안함
쿠팡은 연동되는 쿠팡이츠
쿠폰무료.쿠팡플레이
개인적으로  snl ㅎㅎㅎ
거기에 다른것도 볼수있어
개꿀~~여기에 컬리가 주는  혜택은?",1,2024-10-22T00:21:29Z
@she-hh9or,컬리 그냥 허세 감성충들 놀이터,2,2024-10-21T23:49:43Z
@brownlee1276,김슬아만 월급으로 돈 벌었네ㅋ,3,2024-10-21T23:42:51Z
@sujinsong2838,컬리가 쿠팡처럼 해야겠다 생각한 순간 망하게 되는거임. 로캣배송 생기기 전 새벽배송의 이미지는 컬리같은 고급과 깔끔이었는데 쿠팡은 아이브로우 펜슬 하나 시켜도 5060 봉투에 옴 ㅋㅋ,14,2024-10-21T23:40:42Z
@나라사랑-g2v,마켓컬리는 다른 기업에 판거 같은데,0,2024-10-21T23:32:23Z
@두아-k6n,굳이 새벽에받을 이유가없어짐..,1,2024-10-21T23:09:49Z
@mbshotgunmaster,"야채, 과일은 꽝",2,2024-10-21T22:16:21Z
@mbshotgunmaster,"컬리 점점 혜택도 없어짐
맞벌이니까 어쩔 수 없어지는데 대체지 생기면 갈아탈꺼임~",2,2024-10-21T22:15:46Z
@mkj8722,중국 회사네,2,2024-10-21T20:30:50Z
@제이미-p7f,컬리는 서서히 무너지는 중입니다....안간힘을 쓰며 버티고 있지만 대세를 거스를 수는 없을겁니다.,8,2024-10-21T19:20:39Z
@kristal1624,슬기있는 대찬여성 기업인입니다. 🤪🥰,0,2024-10-21T18:40:33Z
@yoonji509,비싸고 양도적고 종류도 적고...이젠 완전히 비호감이되버렸음,1,2024-10-21T18:28:12Z
@luvehem,"저는 컬리의 단점들과 약점들을 너무나 잘 알고 있지만, 저를 비롯해 소비자들도 약았어요.  절대 이익만을 취한다는 말입니다.  댓글 중 비싸다 운운하는데 기가찹니다. 가격 괜찮아요. 비싼 품목은 생략하면 되죠.  말하는게 싸가지가 없어요. 어디 가게 가서 비싸다 해 보세요. 모바일 하나면 가격 비교 가능한 시대에 비싼 품목은 건너뛰면 됩니다.
컬리를 통해 다양한 식품을 소개받고 바쁜 세상에 다음날 현관앞에 도착한 식품들 덕 많이 보고 있어요. 회사가 어떻게 될지 모르지만 적어도 컬리와 소비자 간에 이익을 본 건 소비자입니다.  싸가지없는 소비자야.",8,2024-10-21T18:26:01Z
@김프로AA,"베인 출신이 회사 다 말아먹네ㅋ 
이마트도 베인출신 사장이 지마켓을 정수리 여드름에 사서 빌빌 싸는중",5,2024-10-21T16:24:38Z
@Hachans,맛집 콜라보라는 미명하에 공장 포장음식 패키지만 비꿔 파는 행태로 장사한 업체,2,2024-10-21T16:13:56Z
@raniakea5166,가격이 너무 비쌈ㅡ13000원 쿠폰 자주 뿌리던데 쿠폰 적용한게 다른곳 그냥 세일하는거랑 별차이 없음,8,2024-10-21T15:02:56Z
@fraise8689,쿠팡회비가 비싸져서 쿠팡 뽕빼야되서 컬리부터 끊었오요ㅜ 이마트는 못끊으니까ㅠㅠ,2,2024-10-21T14:53:14Z
@찌부리-j9f,비쌈,1,2024-10-21T14:51:02Z
@이름성-o9o,사업성 불투명한 모델이 스타트업 붐에 시장 유동성 만나서 돈 빨아먹다 튈 타이밍 놓친 회사,3,2024-10-21T14:32:33Z
@doyun153,너무 비싸요,0,2024-10-21T14:08:01Z
@yurajeongg,뭐랄까 컬리는 겉만 번지르르한 인스타 카페 같은 느낌임 물건 종류가 너무 적고 업체가 큐레이팅 하는 제품들이 생각보다 특별히 좋진 않으면서 디자인을 예쁘게 해서 값을 비싸게 받음,6,2024-10-21T13:40:24Z
@박지영-n2i2s,성공하면 쿠팡이고 실패 하면 Q10이다 몰라서 나불거리냐,0,2024-10-21T13:17:30Z
@쿠밍키,과잉포장으로 쓰레기 버리기 귀찮아서 안시킴,1,2024-10-21T12:52:42Z
@김콩돌이-g4v,맛은 있는데 비싸요~ 그래도 한달에 두번씩은 시킵니다 ㅎ,1,2024-10-21T12:48:43Z
@b612-e7k,신세계에 2조 정도에 팔고 나갔어야지 ㅋㅋㅋ,0,2024-10-21T12:45:52Z
@호태아빠,컬리 처음에는 백화점급 상품이 경쟁상대 였지만 지금은 쿠팡이 경쟁상대임. 근대 쿠팡에는 상대가 안됨!,0,2024-10-21T12:32:36Z
@katieahn4018,컬리야..ㅠㅠㅠ,0,2024-10-21T12:30:08Z
@하누리-w3j,컬리야 돈마호크 100원에 잘먹었어 ㅎㅎ,0,2024-10-21T12:19:10Z
@The_One_Who_Moves_the_Stars,"컬리는 처음 소비층을 잘 타켓했던거 같음. 근데, 한국 소비층이 전체적으로 무너지는 추세라...",61,2024-10-21T11:55:45Z
@chh4414,에상한거아님?  ㅋㅋ 초창기 광고할때 시켜보려했는데 도저히 장점이없었음 가격 물품다양성 다 쿠팡은 커녕  쓱배송보다 안좋던데. 오직 디스플레이만 고급지게해놋고,1,2024-10-21T10:57:59Z
@gunpower5285,최종 승자는 전지현.,2,2024-10-21T10:57:58Z
@태호정-v5y,쿠폰을 그렇게 뿌려되더만,0,2024-10-21T10:13:32Z
@gregory000,되겠냐,0,2024-10-21T10:02:55Z
@hh4152,_넘 비싸서_,0,2024-10-21T09:20:00Z
@dengo2ao,컬리는 포장재에 너무 힘을 줌.. 버릴때마다 이 아까운걸 버려?하는 생각이 듬.. 반대로 쿠팡포장은 너무 성의없음.,754,2024-10-21T08:56:35Z
@lilee7337,첨부터 신선식품으로만 승부를 보려고 했던것이 원인,3,2024-10-21T08:38:23Z
@쿠쿠-z1i5o,"쿠팡한테 게임이 되겟어?  쿠팡은 항후10년간 독주다. 컬리는 게임자체가 되질안치
쿠팡 물류센타가 전국에 몇갠데",0,2024-10-21T08:38:14Z
@lowlanz,나는 괜찮다고 보는게 로켓 프레시는 특히 곰곰 붙은거 너무 복불복임. 컬리는 시켜서 맛없는 경우는 잘 없음. 가격도 쿠팡보다 무조건 비싼건 아니고 더 싼것도 있음. 문제는 고객응대가 좀 구림. 잘못 주문한거 1분뒤에 취소할래도 연락도 안받고 취소도 안됨,0,2024-10-21T07:55:20Z
@kamchatka5144,"아마존이 망하는냐 흥하느냐의 기로에서 2가지 배팅에
성공 하여 전세계 1위 기업으로 등극 했다. 그 하나가 
모두가 실패할 것이라고 했던 자체 물류회사 설립이 
성공적이었고, 둘째는 아마존 크라우드(웹 서비스)의 
대성공 덕이다 길어져서 각설하고 물류 운송의 틈새
시장 공략만으로 회사를 키우는 것은 이미 한계에 다달았다
그 무엇도 보여주지 못하고 있는 컬리의 비전은 없어 보인다.",0,2024-10-21T07:32:56Z
@24hrCenter,그러게. 컬리가 사라졌네요?!,0,2024-10-21T07:25:40Z
@indrao,"배송사고 너무 많고 황당한 사건이 터져도 나몰라라 하는것 겪음.
체계가 없는듯.",1,2024-10-21T07:15:00Z
@lowattitude1827,"문제점은 제공하는 유통의 가치가 경쟁사보다 나은게 없으니 눈앞의 고객,공급사를 찍어누르면서 내성발톰처럼 악순환 가속화.. 조금이라도 매출을 순이윤인척 하면 사회악되는거 순식간임..",1,2024-10-21T06:41:40Z
@아차산-z8h,"여자  혼자서  험악한  유통사업 
-  이게  잘되겠나 ?
집에서   못질도  잘  못하잖아",0,2024-10-21T06:30:36Z
@monstershonda,"사업의 원칙이 내가먼저했지만, 누군가는 할수있을까를 고민해봐야함. 즉 내가 제일먼저해서 내가 돈을 벌기시작했다면 누군가가 따라할수있다면 얼른 팔아야 하는게 맞는거임. 내가 더 잘할수있다면 하는게 맞지만 사실 대기업이 돈들고 들어오면 방법없음.",0,2024-10-21T06:27:41Z
@라이언-c4s,좋은 영상 잘 봤습니다!!,4,2024-10-21T06:23:30Z
@서산불도저,나도생각해보니 초반에 마켓컬리 잘 이용하다가 어느ㅜ순간 사용안하게되더라공,0,2024-10-21T06:04:12Z
@shiwhang,"새벽 배송… 사람은 밤에 잠을 못자는 것이 발암요인… 사람의 노동을 갈아넣고, 우리나라는 그것을 혁신이라고 부른다…",1,2024-10-21T05:28:38Z
@sss-xs7jf,"쿠팡은 규모가 커서 상대가 안되니,
컬리로선, 고급화 전략을 했으면 생존할지 모르겠네요.
그냥 방법이 이거 밖에 없는데, 성공 확률 미지수, 게다가 경제 상황이 안좋아서 고급화가 안 먹힐지도",9,2024-10-21T03:10:25Z
@SNI880,중국회사아닌가,0,2024-10-21T01:53:31Z
@ebichu8126,여자가 사장이면 이런꼴난다,0,2024-10-21T01:31:55Z
@bokhanlee4049,쿠팡은. 든든한 물주. 유대인. 탐욕자본. 손정의. 조단위 계속 받아서. 버팀,0,2024-10-21T01:26:02Z
@멜리-z1q,"가격은 둘째치고 제품도 그렇다쳐도 전국적으로 새벽배송을 먼저 시작했다면 조금 더 우위를 점할 수도 있었겠죠. 여기는 쿠팡부터 새벽배송이 들어와 쿠팡이 자리를 더 견고히 꽉 잡았을 수도 있겠다 싶어요.
뭐, 컬리는 새벽배송만 하는데 시간이 참... 바쁜 직장인들 어쩌구 하면서 지방이어도 쿠팡도 7시라 말하면서도 보통 5시 전에는 당도하더라고요. 수도권만 7시, 지방은 8시 이전 배송하던데, 지방이라도 그렇지 당도시간 보면 7시 넘겨 당도할 때가 제법 있더라고요. 물론 주말이어서 그럴수도 있죠. 근데 바쁜 평일 아침에는 당도 안하면 애가 타죠. 저녁까지 현관 밖에 방치해둬야 하니... 쿠팡처럼 낮배송이 있어 낮에 당도하게끔 시킬 수 있는 것도 아니고, 오로지 새벽배송 뿐이니... 제 출근부터가 7시 이전에 나서야 하는데... 이런 생활패턴에서는 도저히 불안해서라도 쓰기가 힘들긴 하죠. 새벽배송... 바쁜 아침에 식재료받아 밥상 챙긴다고 말하기에는 8시 이후 출근하는 분들이어도 빠듯하겠죠? 추석 직전 제가 6시 반에 출근했고 밤 10시 정도 퇴근했는데 동생이 명절선물이랍시고 깜짝선물마냥 보낸 거 당도하기 전에 출근했고 올해 날이 제대로 미쳤구나 싶게 더웠던 날 중 하나여서 그런가... 집 앞에 쭉 방치되어 드라이아이스며 아이스팩 죄다 녹아 있더라고요. 말로는 아침에 잘 받았다 말은 했지만 한숨부터 나오는 건 어쩔 수가 없더라고요. 쿠팡 시키면 5시 이전에 앵간하면 다 받았는데... 이 생각부터 들면서 비교를 어쩔 수 없이 하게되더라고요. 아무리 쿠폰같은 걸 뿌려도 저같은 소비자들은 불편하니 어쩔 수 없이 외면하게 되는 것 같네요. ㅜㅜ",6,2024-10-21T01:19:59Z
@오아시스-l9u,"가격 경쟁력도 없고 
가입도 어렵고 ‥",0,2024-10-21T00:38:09Z
@klee5310,안돼 컬리 망하지마ㅠㅠ 쿠팡 포장 너무 쓰레기 많이 나오고 불편함 살아남아라 제발,14,2024-10-21T00:13:41Z
@전시메일,"찻잔 속의 태풍에 불과하다. 옛날 율산그롭, 제세그룹이 생각난다.",0,2024-10-21T00:09:03Z
@키쿠찌,철저하게 망햇습니다.,8,2024-10-20T23:46:43Z
@mr.k2010,"컬리가... 수도권에만 집중했는지는 모르겠지만... 지방에 거주하는 입장에서 사용을 해본적이 없음.

물론 돈이 안되는 것은 맞는데, 돈이 안되는 곳에도 배송해주는 회사랑 돈이 되는 곳에만 배송해주는 회사는 규모가 다르지..",1,2024-10-20T23:40:29Z
@나에게말하기,상장폐지 당하는거냐,0,2024-10-20T23:07:15Z
@모코야-o5m,메리트가 사라짐. 지금은 다른업체도 비슷한 서비스를 제공하고 있어서,0,2024-10-20T22:19:27Z
@KLB-p9q,"온라인 플랫폼 성공 비결은  손정의 같은  미래 비젼  펀드의  자금을 받을수 잇어야 하고 전국 거점망에 쿠팡 같은 대규모  물류센터 구축. 그리고 쿠팡 같은 소비자 우선, 소비자존중, 소비자가 싸게 구매하게 정책을 해야됨. 플랫폼 매출이 많으면 셀러들은 쿠팡 에 들어오게됨. 박리다매가 수백만 수천만개 팔리면  회사는 자금 회전력 좋고 공장가동율 좋고 선순환 구조가됨. 한국 재벌 대기업들 전부 머리 수구리고  쿠팡 에서 물건 팔고잇음. 쿠팡 이용자가 3200 만명이 넘음. 쿠팡 정도의  자본력과 , 물류센터, 고객만족, 싸게파는 정책이, 없으면 온라인 플랫폼 에서 쿠팡 이랑 경쟁도 안됨.😮😮😮😮😮",1,2024-10-20T18:15:54Z
@acewtf903,컬리가 망해가는건  재구매율이 낮은 이유에 기인한다. 상품의 질이 너무 떨어져서 두번다시 구매안하게 됨.,3,2024-10-20T18:13:56Z
@GGVZ,이쁜걸 비싸게 팜,1,2024-10-20T18:05:24Z
@김상태-x4b,"난 컬리 지지함.  밑에 댓글들 처럼 비싼면이 있음,  ( 대부분 할인이 안들어간 금액으로 파는데,  다른 메체들은 할인이 들어간 가격으로 팔고,  그러다 보니 컬리자체에서의 멤버쉽이든 뭐든 해서 가격할인을 해도 5% 이상은 무조건 비싸고 보통 10% 정도 더 비쌈 )   제품의 신선도는  그럭저럭 다른 메체들과 비슷함,  하지만 컬리에 한표, 왜냐면  신선도 면에서 실패,실수 한적이 없었읍 ( 이건 개인적임,  다른 메체들은 전부 실수한 경력들이 있었음,  이부분은 포장상태를 보면 알듯함. 컬리만한 포장상태 국내에 없음,    그리고 영상에서 컬리만의 어쩌구 말하는데,  이미 컬리는 컬리만의 것이 있음, 바로 포장임.  이정도 포장에  가능한 종이만을 사용하고 테이프 까지 종이로 하며, 또 맘에 드는점은  주소가 적혀있는 배송장 임.   배송장이 그냥 슥 하면 떼어짐.   그냥 슥 떼고 따로 꾸겨서  따로 버림. ^^  다른 메체것들은  반드시 도구를 이용해서 뜯어내야 함.  이게 고작 이라고 하겠지만,  배송하는 입장에서 굉장히 신경썻다는걸 알겠고,  또 소비자들의 개인정보를 소중히 다룰것같는 기분이 느껴짐.    그럼에도 쿠팡이 이길꺼라는건 인정,  원래 우리나라 사람들이 그러잖아.  배송에서 사람들 죽어나가도  본인들 쪼메 싸다면 그냥 콜 하는  나라가 대한민국임.  쿠팡은 나라를 잘 선택했고,(쿠팡같는 배송시스템을  쿠팡의 원래 나라인 미국에서  저런식으로 배송했으면,  진즉에  윗선 형량 500년에  벌금 9999999 천억 날아갔음. 우리나라는 그냥 개,돼지 나라니까  돈 쪼매 아껴주면 개,돼지처럼 해도 됨. )   컬리는 나라를 잘못선택한거임.",0,2024-10-20T18:01:08Z
@Jays-77-96,"그러니깐 고소득 위주의 동네장사를 했어야지,
경쟁력없는 가격으로 덩치만 키우면 답이 나오겠냐?
온라인 소비자들의 특성상 가장 민감한게 가격인데 같은 제품도 컬리는 비싼데 누가 사냐?",0,2024-10-20T17:40:21Z
@nvvAve,"그래서 요즘 뷰티 쿠폰뿌리며 홍보중인거군요 능력있는 사람이니 어떻게든 방법을 찾을듯 어떤 사람이 이만한 유니콘급을 키워낼 수 있겠음
중소기업은 고사하고 자영업도 제대로 운영못해 시장에서 퇴출되는 사람이 대부분인데",1,2024-10-20T17:13:19Z
@dollbench987,컬리 서비스 넘 좋았고 흔치않은 제품도 여기선 살 수 있어 좋았는데...망하면 안돼,335,2024-10-20T16:16:37Z
@hankyunglee3239,"골든타임 지났다고 보지만 쿠팡에 매각 해서 엑싯이 젤 나을듯
한데
쿠팡이 안받아주겠지?",0,2024-10-20T15:51:14Z
@mandukim5377,쿠팡의 유일한 경쟁자는 네이버쇼핑입니다. 오프라인에는 다이소가 있고요.,1,2024-10-20T14:56:31Z
@yoon12340,컬리 없어지면 안되는뎅…쿠팡 독점 방지를 위해서라도,5,2024-10-20T14:53:18Z
@justintigerkim9831,"난 컬리 잘 쓰고있는데 깔끔하고 굳이 손해날일도 없고.
적대하는 이들이 많은가?
갑자기?",4,2024-10-20T14:22:38Z
@이민수-f6r,세상에 부채가 자본의 600프로인 회사가 안망하는게 이상하네요 우리나라 기업 구조가 이상한건가요? 애초에 시장이 좁아지고 경쟁이 치열해지는 아이템인대 왜 저기업을 상장 시켜  누굴 또 나락으로 보내고 싶었는지 말썽 많은 쿠팡이 이커머스 시장을 독점 해도 쿠팡은 흑자가 나고 돈을 많이 버는 기업이 될가요? 변덕이 많은 저 업계에 과연 저는 아닐거라고 봅니다 컬리가 기업가치가 4조5조 얘기 할때는 코로나 시기에 많이 풀린 유동성의 거품으로 한몫 단단히 챙길려고한 회사 경영진과 투자 회사들의 꼼수로만 보여집니다 앞으로 기업가치는 더 떨어질거고 적자는 더 많이 질게 분명한 시장의 업종이고 말도 안되는 IPO나 기업 가치 뻥튀기에 눈먼 개미들만 죽어 가가는 개같은 짓은 안했음 하네요 분명 저기에 투자된 투자회사들의 자본도 어디 누구의 투자자들의 돈일건대 사모펀드든 투자회사든  올바른 투자와 가치평가로 피해보는 누군가가 나오지 안았음 하네요,0,2024-10-20T14:06:58Z
@user-ou3zf4,헐 나는 컬리멤버스 까지 해서 잘 쓰고있었는데 이런게 있었구나 쓰기 좀 불편하긴해요.. 합배송도 안되고,4,2024-10-20T13:31:26Z
@취미가구걸,"와이프가 컬리 좋다고 시키길래 그런가보다 햇는데, 첫구매공짜쿠폰을 나한테 주길래 들어갓다가 더럽게 비싸서 다시는 시키지 말라고함.",3,2024-10-20T13:26:51Z
@미드판별심사위원,난 컬리 애용하는데 회사가 어떻든 내한테 좋은 음식인건 확실함..ㅎㅎ 컬리 화이팅 뎃글러들은 씨발 니들이 컬리 운용하는 임원들이가...그냥 필요한거 사고 필요없으면 사지마 ㅋㅋ 뭔 씨발 임원들처럼 아가릴 털고있노 꼰대새끼들이 망하던지 말던지 관심끄고 니들 앞길이나 잘하자,0,2024-10-20T13:03:53Z
@김규민-z5s,"방법이 있다고 보는데
컨셉을 조금 다르게 가져가야함",0,2024-10-20T13:01:00Z
@글로벌호구아저씨,상식적이지않은 사업은 망한다. 영업이익이 없으면..매출액이 아무리 많아도 뭔소용인가??,3,2024-10-20T12:21:55Z
@유승훈-y4n,엑시트 못했어??,0,2024-10-20T11:54:17Z
@jeongokkim4301,전지현 싫어해서,0,2024-10-20T11:49:41Z
@boson6546,굳이 쿠팡을 버리고 쓸 이유가 없는거지,1,2024-10-20T11:36:14Z
@Jinchung-n8n,역시,0,2024-10-20T11:21:59Z
@나의사랑천안,첫구매하고 삭제함,0,2024-10-20T11:04:53Z
@user-wk6cw9hi3d,난 식품은 진짜 컬리만 이용함 배민마켓도 가끔 이용하고,14,2024-10-20T10:20:36Z
@garywho1988,"쿠팡과는 다르게 고급 신선식품이나 유아식, 아동식 등에 집중했으면 모를까, 예전의 컬리만이 가지고 있던 특색은 사라지고 그냥 또다른 쿠팡이 되어버렸음. 이미 쿠팡 이용하는 있는 입장에서는 굳이 컬리에서 물건 살 이유가 없음.",733,2024-10-20T10:02:23Z
@walidolitv,컬리가 닭고기는 좋음,0,2024-10-20T09:09:23Z
@옥수동프로전업백수,한녀가 한녀한 건데 무 슨 문제 라도?🤭,2,2024-10-20T08:06:08Z
@해피해피하하,전달 내용에 퀄리티가 훌륭합니다,48,2024-10-20T08:01:41Z
@luisekim2982,"초짜 ceo, 초짜 직원들의 돈지랄 소꼽장난 회사, 잘될리가 없지",4,2024-10-20T07:37:58Z
@hokim5849,백날 쿠폰 뿌려봐라 살게 없는데 뭐,1,2024-10-20T07:34:54Z
@shghje,솔직히 저 컨셉이랑 경영철학 자체는 괜찮은거 같은데.. 미국처럼 시장이 존나커서 소비수준이 높은 고객층이 탄탄하게 있었다면 성공하고 엑싯했을수도 있음 근데 한국에서 저러려고하니 한계가 있는게 아닐지,0,2024-10-20T07:28:40Z
@HonestFranklin,신문업이 인터넷으로 넘어갈때 놀고 있던거나 똑같네 유통업이라 수요에 맞춘 가격경쟁력이 없으면 문닫는다,0,2024-10-20T06:56:47Z
@강산에-b8y,"신선 식품은 쑥배송을 이용하지만, 마켓컬리도 가끔 씁니다. 상품은 괜찮아요.",5,2024-10-20T06:28:56Z
