작성자,댓글,좋아요수,작성일
@천-l8w,"쿠팡처럼 물 들어왔을 때 계속 노 저으면서 성장 했어야 했는데, 물 제대로 들어왔을 때 노를 제대로 젓지 못 해서 이제는 더 성장하기가 너무 힘들지. 물 들어왔을 때는 경쟁 업체도 거의 전무 했는데, 이제는 다른 기업들이  컬리가 했던 사업 분야에 자리를 잡아 버려서, 저들을 몰아내고 1등 차지하기는 하늘의 별 따기일 듯.",0,2024-11-03T01:48:44Z
@youngpark2928,컬리음식이 난 안심이 되요,0,2024-11-03T01:11:33Z
@불한당-q3i,남자가해도힘든데. 여자는 큰일을하면 안됩니다. 타고난건 무시못해요,1,2024-11-02T23:51:40Z
@minasang-y2b,쿠팡독점은 가격인상의 길인데..컬리가 살아있으면 좋겠네요,0,2024-11-02T23:22:34Z
@김민정-e8q1y,난 그래도 컬리 사랑하는데;; ㅠㅜ,0,2024-11-02T16:15:44Z
@jjdemo3903,한국인들은 문제가 매출만 신경 쓰고 수익성을 전혀 고려하지 않습니다. 허세 문화 국민성때문인 것이죠,0,2024-11-02T16:14:17Z
@jjdemo3903,컬리가 망할 줄 처음부터 알았고 경고 했습니다.,0,2024-11-02T16:12:28Z
@수아레즈1919,내가 봤을 때는 새벽배송 비지니스 모델에 문제가 많다.  자본은 엄청나게 많이 들어가고 진입장벽은 낮음.   게다가 인력 관리 자체가 너무나 빡셈.,0,2024-11-02T15:43:15Z
@e_1474,컬리에 살 게 없어. 비싸기만 오지게 비싸고 예전에는 맛있는 빵 많았는데 요즘은 그다지,0,2024-11-02T13:42:57Z
@음하-t3c,이론만 가지고 운영하면 저렇게 되는거지 뭐..,0,2024-11-02T12:24:26Z
@ssoggongfamily,"몇번썻더니
지겹게 연락옴 팝업 
푸쉬 및 문자

하루4번이상연락옴",0,2024-11-02T11:17:28Z
@아이가릿-w8w,기업가치 높아보일때 대기업에 팔고 튈라했으나 실패함,0,2024-11-02T10:34:28Z
@두두나-h2v,컬리에서 산 소스들… 유통기한이 짧아요… ㅜㅜ 대부분 6개월 정도?? 남았던 제품 받았었는데 최근에 홈플러스 갔더니 다양한 소스 종류가 참 많은데 그 중에 컬리에서 샀던 소스들… 유통기한이 1년에서 그 이상이네요… 그동안 소스들 몇번 못쓰거 버렸던… 이유가 … 좀 충격이었어요.,1,2024-11-02T10:02:32Z
@토실토실-w9s,이마트만한곳이 없어요♡ 이십년 가까이 충성중😊ㅋㅋ,0,2024-11-02T08:39:51Z
@Ai-GOME,"차별화 전략으로 밀고 갔어야지, 제너럴라이즈로는 타 플랫폼에 먹힘",0,2024-11-02T08:14:26Z
@kkj7463,암탉이 쳐울면 쳐망한다,0,2024-11-02T07:43:02Z
@hkcho8789,"여기에 해당 되는건 절대아님
여자는 자고로 큰일 하면 안됨",0,2024-11-02T06:45:05Z
@KL-fy5sx,"4천억도 아깝다. 
사이트 들어가봐라. 한심한 수준이다.
컬리에서 건질건 저 브랜드 로고. 컬러 뿐이다. 초기 전지현을 등에업은 마케팅.",0,2024-11-02T03:29:00Z
@bageloooo,여기를 아직도 이용하는 사람이 존재하나요???? 😂😂😂😂,1,2024-11-02T00:57:18Z
@bageloooo,컬리 진짜 쓰레기임. 후회하지마시고 쓰지마세요. 그리고 컬리는 중국자본입니다!!!! 😮😮😮😮😮,1,2024-11-02T00:56:22Z
@던육,쓰잘때기없는 포장에  힘이 너무 드감.!!!,0,2024-11-02T00:39:57Z
@prijudas703,매출액 많아봐야 허구다 실질적인건 영익이다  sk네트워크 봐라 매출액이 11조가 넘는데 영익은 꼴랑 천원대다 ㅋㅋㅋ 그러니 10년넘게 주가가 그꼬라지지  매출액은 전라 어마 어마한데 영익이 안나오면 중간에 많이 빼먹는다는거다  매출액 - 매출원가 = 매출 총이익   판관비에서 광고비니 물류비 접대비 임금등 이런저런 곳에서 다 매출액 나온거 다 날려  처먹는다는 소리임,0,2024-11-02T00:38:08Z
@haydenchris5648,좋은 컨텐츠네요!! 이런거 보면 참 대표의 길은 어렵고 복잡할 수밖에 없네요,1,2024-11-02T00:27:46Z
@luckgood4866,한국 내수봐라 전세계가 성장하는데 한국 GDP 0프로에 소비재내수 -몇프로임. 인구줄고 코스피 개꼴등에 한물갔어,2,2024-11-01T16:10:46Z
@luckgood4866,오아시스가 최고임,0,2024-11-01T16:03:40Z
@luckgood4866,슬아 개먹튀,0,2024-11-01T15:55:39Z
@luckgood4866,기술이없는회사 장벽이 없는 모래성,0,2024-11-01T15:54:33Z
@rainyday1114,컬리 소고기 가성비 최고임. 뷰티컬리는 잘모름. 남자라,0,2024-11-01T14:52:48Z
@Dany_918,없어지지마 ㅠㅠ,0,2024-11-01T13:20:03Z
@marumaru5786,망하지마세요 난 애용한단말야요,0,2024-11-01T13:12:32Z
@simsimsim7209,컬리에서 하루 알바해봤었는데 사람 갈아넣어서 하는 시스템... 적자가 계속될수밖에,0,2024-11-01T12:26:15Z
@lfiwernien9397,이도저도 아니게 됨,0,2024-11-01T10:03:59Z
@vhyeon,뷰티 제품 들어오고 비건을 검색하면 화장품이 더 많이 떠서 잘 이용 안하게 됐습니다.. 전엔 특별한 재품들이 많았는데 요즘은 그것도 잘 모르겠구요 그냥 저렴한 것만 가끔 사요,0,2024-11-01T08:33:20Z
@kimcircle9652,컬리를 4조가치로 본 사람들이 경.알.못,0,2024-11-01T06:57:38Z
@heyhihiho,사업보고서는 컬리가 원해서가 아니라 비상장법인도 증권소유자수가 500인 이상일 경우 공시의무가 생겨요 그래서 비상장에서 많이 거래되는 토스 컬리 야놀자 같은 법인들이 공시하는거고요,0,2024-11-01T03:40:36Z
@바야흐로-p8k,일하는 노동자들 블랙리스트 작성해서 관리했던 기업인데 무슨 미래가 있어,1,2024-11-01T01:42:10Z
@장연재-o6g,"물건값도 비싸고.. 조금 덜 사면 다음달에
바로 등급하락해있고.. 쿠폰도 적립도 점점 짜지고… 살 이유가 점점 사라짐",0,2024-11-01T00:51:11Z
@krug0674,그냥 exit plan을 잘못 짠거지 뭐..,0,2024-11-01T00:35:43Z
@victorju1085,처음 샛별이면 영원히 샛별 포지션으로 밀고 가야지.,0,2024-10-31T23:10:47Z
@하비에르바르댕댕이,"헬로네이처가 제품 좋은 게 많았는데 사업 접어 충격이었는데
컬리가 망하면
새벽배송 어디서 시켜야 하나
쿠팡안티라 쿠팡은 절대 안 쓸건데..",0,2024-10-31T17:06:02Z
@real-big-wave,인간 갈아넣는 서비스는 지양해야,0,2024-10-31T16:02:01Z
@yksujin,어휴 난 컬리 좋아해 ㅜㅜ살아남아라,1,2024-10-31T15:45:06Z
@Qazplm12-x8j,컬리 화이팅,0,2024-10-31T13:41:33Z
@청담동박감독,컬리 유행지나고 무관심. 아직 살아있군요.,0,2024-10-31T11:55:28Z
@_rasputin731,오아시스 쓰셈 저렴하고 품질 좋음,0,2024-10-31T10:59:18Z
@tenbaggerich,컬리는 샐러드가 최고임,0,2024-10-31T09:59:42Z
@mardaekku,"식품을 배송기사 임금만 비싸지게 왜 새벽에 배송하지? 아침에 출근하느라 바빠 죽겠는데..
차라리 낮에 주문하고 저녁에 배송 받는게 낫지 않나?
요리도 대부분 저녁에 하는데",0,2024-10-31T09:14:23Z
@jhjeon888,"유통망에 따라, 내가 받는 서비스에 따라 상품 가격이 다르다는것을 소비자들이 받아드리질 못함",0,2024-10-31T03:35:58Z
@움짓이면빵,"컬리만 특이한 외쿡제품 쉽게 구할 수 있어 컬리에서만 시키는데😢 제발 안 망햇으면,,,",0,2024-10-31T02:48:00Z
@언제나지금처럼-z6g,"컬리 이용한지 6년째 
아직도 월 6~8회 이용중~
급하게 필요한 식재료 안전하게 배송받아 나름 만족함",0,2024-10-31T02:28:27Z
@보름달-n4g,쿠팡은 결국 외국회사인데. 요새 태도도 너무 얄밉고.,0,2024-10-31T01:09:42Z
@빠담빠담-s3n,살게 없는데 배송만 혁신해놓으면 뭐하나 ㅋㅋ 이제 배송은 다들 새벽배송인디 ㅋㅋ,1,2024-10-31T01:02:18Z
@유성winner,단순유통으로 수익을 내기는 지금은 어려워요,0,2024-10-30T23:55:47Z
@고슴도치1352,컬리는 문제가 비싼데 맛이 없다. 예전엔 독점을 했는지 인터넷에선 구하기 어려운것들이 많았고 맛도 괜찮았는데 어느순간 맛이 ㅡㅡ,0,2024-10-30T23:10:33Z
@tv-gf4dl,한국의 몸집은 어린아이인데 어른 팬티를 입으려고 하니 자꾸 흘러내리지...,0,2024-10-30T22:25:29Z
@galaxysky27,이런 경우에는 그냥 미국가서 사는게 제일  좋지요,0,2024-10-30T20:19:02Z
@채현아범,그놈의 ipo가 뭔지,0,2024-10-30T18:30:26Z
@불편한진실-o5w,7:00 딱히 다를 바 없는데 겁나 빨아주네 ㅋㅋ,3,2024-10-30T16:16:23Z
@불편한진실-o5w,1:22 어릴때부터 관심이 많던 X / 뉴욕에서 이미 성공한 스타트업을 보고 O,11,2024-10-30T16:14:05Z
@Narara1004can,"비싸요,,, 이러면 쿠팡이랑 경쟁이 안되잖아요,,, 
아님 좀 좋은 제품 위주로 해주면 좋을텐데 
아무래도 같은 상품끼리 경쟁하면 가격이 메르트가 있어야죠,,",0,2024-10-30T15:54:00Z
@Christina_Yeo,컬리 신선식품 해산물은 되게 좋은데..,0,2024-10-30T15:00:18Z
@nkodpwmx,"망해가는 
컬리를 쓰는사람들이있네",1,2024-10-30T14:51:39Z
@친일행동하지말자,쿠팡처럼저질제품유통회사로가는건희,1,2024-10-30T13:34:25Z
@친일행동하지말자,김범석이가장나쁜넘,1,2024-10-30T13:30:54Z
@친일행동하지말자,품질이갈수록개판,1,2024-10-30T13:25:55Z
@친일행동하지말자,사기꾼업체,1,2024-10-30T13:24:17Z
@swb4917,아직 안 망한게 신기한 회사,0,2024-10-30T13:14:55Z
@yhleehyunlee,넘 비싼것이 문제..가격비교사이트에서  가격비교하면  안 망하는것이 이상함..,3,2024-10-30T12:13:09Z
@Cxdcc-j1u,난 쿠팡도 망할것같은데,0,2024-10-30T11:13:24Z
@Themagicpuppy,"마포구1인가족입니다. 컬리에서만 파는 거 살때 이용해요 올리브유, 먹어보고싶지만 멀어서 귀찮아 가기힘든 유명한 빵집, 파티할때  차릴수있는 멋스런 음식들 서치할때, 특히 두루마리 휴지 살때 컬리 좋아요! 구정때 압구정 사시는 지인에게 배 선물보낼때도 이용했어요! 보통은 동네 홈플러스 익스프레스에서 행사상품 수시로 확인하여 장봐요.",0,2024-10-30T10:40:00Z
@santana5478,몇년전 상장할거라고 하더만 결국 안했었구나,0,2024-10-30T10:39:21Z
@h거부기,다른회사보다 경영방침이 나은 듯하여 이용했습니다. 특히 잘 구하기 힘든 맛집 밀키트나 비싸도 고급진 먹거리가 있어 좋았는데요. 최근 아무래도 물가상승에다가 실질소득 감소로 인해 아무래도 지출을 줄이게 되니 컬리 이용이 저부터도 줄게 되었네요.,0,2024-10-30T10:37:51Z
@하하동동,"ㅋㅋㅋ 왜 적자인줄 모르나?
신선채기 때문이지",0,2024-10-30T10:04:52Z
@jaewoo6363,특색이없고 거품만 키웠으나 거품 사라지니 망...별거있나.. Value가 쿠팡 대비 떨어지는거지뭐,0,2024-10-30T09:40:16Z
@루루-b5n7o,"애초에 기성,완제는 쿠팡이고 오가닉, 친환경은 오아시스마켓이 최고임",0,2024-10-30T07:46:05Z
@예슬마녀-q1o,과대포장+비싼물건값=^^,0,2024-10-30T05:47:57Z
@홍대빠박이,떡갈비 삿는데 개맛없어서 컬리 이용안함 쿠폰줘도 안삼,1,2024-10-30T05:12:32Z
@parkjh1677,"결국 성장이 한계에 왔다는거고 수익성을 위해서 이전보다 상품의 질이 좋을 수 없다. 뭐 그런건가? 
이 점을 미리 예견하고 대비했어야 함. 매출규모도 중요하다고 보겠지만 컬리만의 특색을 살릴 수 있어야 시장에서 살아남을 것임. 
그럼 매출규모 축소는 불가피해 보임. 이제 옥석을 가려서 핵심되는 것에 집중해야겠네.",0,2024-10-30T04:59:23Z
@momosyndrome,애초에 거품이 너무 컸음 원래대로 내려간 것 뿐임,2,2024-10-30T04:12:17Z
@deltax9471,선센제품 동일제품이어도 쿠팡보다 더 상태가 좋은데 가격도 좋아서 쿠폰뿌릴때만 이용...,1,2024-10-30T04:02:21Z
@coffeecatlover,컬리 새벽배송이라 해외사는 사람은 급하게 출국해야하거나 컬리에서만 파는 냉동 먹고싶을 때 많이 썼는데.. 계속 유지되길 바라면서 일단은 소비하고 있어요. 초반에 컬리한정 냉동 나올 때가 정말 좋았는데 말이에요,0,2024-10-30T03:37:08Z
@coffeecatlover,컬리 새벽배송이라 해외사는 사람은 급하게 출국해야하거나 컬리에서만 파는 냉동 먹고싶을 때 많이 썼는데.. 계속 유지되길 바라면서 일단은 소비하고 있어요. 초반에 컬리한정 냉동 나올 때가 정말 좋았는데 말이에요,0,2024-10-30T03:36:30Z
@hhh7441,"망하지마ㅠㅠ컬리.. 나 멤버십도 쓰는데 신선식품에 이것보다 좋은게 없다구..

근데 뷰티컬리는 진짜 별로긴 해요. 항상 네이버나 쿠팡이나 다른데보다 더 비싸구(쿠폰써야 그나마 비슷), 
굳이 비싼 백화점 제품을 그렇게 빨리 받아서 써야되나 싶어요. 사실 네이버나 이런데 공홈도 너무 잘돼있구 오늘도착 도착보장 이런것도 넘 많아서ㅠㅠ 난 코덕인데도 뷰티컬리 잘 안써요
뷰티보다 마켓에 집중해라",2,2024-10-30T03:09:23Z
@ganakara112233,똑같은 제품을 쿠팡보다 비싸게 파는데 컬리에서 살리가,0,2024-10-30T03:07:16Z
@일솝,"여성친화기업은 성장하기 힘듬 , 야근하면서 일할생각을 안하거든 ㅋㅋㅋ",1,2024-10-30T00:50:27Z
@heliot74,저도 컬리빠인데 댓글들 좀 웃긴게.. 컬리특 제품들 여전히 꽤 있고 그런것만 팔면 망함.  소비자도 컬리에서만 파는 특별한걸 사면서 동시에 평소 먹고 쓰는거 한꺼번에 배송 받아야지 뭘 쿠팡 물건 판다고 구려 졌다고 개소릴.. 쿠팡보다 비싸도 특별한거 사면서 쿠팡에서 또사가 귀찮으니 한꺼번에 사는거지. 그리고 컬리 리뷰 보면 온갖 다양한 인간들의 의견을 볼 수 있음.  누군 과대포장 싫다 하는데 누군 덜렁 제품만 왔다고 지렁  박스 없다고 지렁. 흙이 묻어 있는 신선한 재품이라고 극찬 흙 묻은거 그냥 판다고 지렁… 어케 다 맞춤?  방구석에서 편하게 받아 먹는 비용 생각은 안함? 쿠팡 배송기사가 사람이 아니고 푼돈에 로켓이 됐다가 과로사 하는게 다 그런 거지근성들 때문임,2,2024-10-30T00:28:05Z
@user-aEWUJv9DKpPJD,컨설팅 회사 출신은 거르는게 맞습니다... 겉만 번지르르하지 기술적인 부분은 아무것도 몰라요,4,2024-10-29T23:50:36Z
@onedaysoon99,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ컬리 쓰다가 안쓰는 사람들이 수두룩빽빽이네ㅋㅋㅋㅋ맞아요 우리집도 그래요 컬리초반에 유니크함 품질력 배송의 깔끔함이 이제 다 사라졌음 너무별로에요 컬리는 클레임 해도 안들어요 오히려 너덜너덜한 후래쉬백에 오는 로켓배송이 물건 깨끗하것어.. 그건 수거해서 닦고 쓴다는데 그게 더 친환경적이여,1,2024-10-29T22:51:32Z
@skyroad21c,샛별배송 ㅅㅂ 지겹다,0,2024-10-29T20:42:43Z
@moohyun1946,마켓컬리가 망하지 않기를 바랍니다.마켓 컬리 좋은거 같은데 왜 망할까..,17,2024-10-29T19:23:57Z
@무지-e6h,요새는 알리 K베뉴가 최고ㅋㅋ 쿠팡은 월에 한 번정도로 크게 줄임.,0,2024-10-29T16:06:16Z
@융-r5i,"나 먹을것만 쫌쫌따리로 사먹어서 컬리 애용하는데 , , ㅠ ㅠ 없어지지마 컬리 ㅠ ㅠ 😢",1,2024-10-29T15:42:55Z
@Bs쿠엔토,오아시스가 더 나음 컬리는 계란도 매번 깨져오고 그래서 오아시스로 갈아탐 더  싸고 조음,1,2024-10-29T15:15:50Z
@이뿌다-c7h,뷰티컬리는 없애는게 좋겠다,0,2024-10-29T15:04:24Z
@kakekukyu,컨설팅 출신의 빅아이디어맨이 사업을하면 이런꼴이난다 ...,1,2024-10-29T14:25:13Z
@ur-l4328,컬리를 이렇게 다루는 이유가 뭔지... 비싸고 한3년전에 울집은 새벽 안된다길래 그 이후론 관심 없었더랬지,0,2024-10-29T14:22:58Z
@hny-o2c,솔직히 망할줄 알았음..,0,2024-10-29T14:21:46Z
@ThinkWithSteven,컬리보다 내 인생이 더 위태롭다..,9,2024-10-29T14:08:47Z
@도치-f4u,컬러 당골인데 너무 안타깝네요,0,2024-10-29T14:05:12Z
@Stephano753,신선식품이 아니라 냉동식품 전문이 되어버림,0,2024-10-29T13:58:14Z
@글로리엠,시골인데 새벽배송으로  바뀌고 두번이나 낮에 받음. 이후로 그냥 쿠팡이용. 쿠팡에서 못미더운건 마트에서 오전에 시킴 어파치 오후에 오는건 마찬가지니까 .쿠팡 상품이 싸구려같아서 안썼었는데 급할땐 빠른게 최고더라.,2,2024-10-29T13:55:05Z
@김지원-y7q2i,"한번이라도 컬리가서 일해봤으면 안다
센터장이나 본사 직원이라는 색상 틀린 조끼 입은애들이 일을 어떻게하는지
경영에 대해서 모르는 사람이 하니까
밑에 애들도 고따구로 일하는거다

어차피 목적은 상장해서 엑시트 하는걸텐데 어림없다
안망하는게 이상하지",8,2024-10-29T13:48:35Z
